780	519	257	98476	7691867
789	543	674	62433	8388653
128	121	264	26030	6729117
999	880	71	2984	9690523
290	876	277	65692	3791430
653	92	115	8943	6132615
468	197	392	84072	7889860
410	940	134	50438	3651060
181	647	518	42690	6878826
571	78	308	1656	9492318
50	617	904	83686	382645
171	505	614	13250	4082107
814	874	240	97075	3886762
738	759	96	41061	2749658
146	599	491	16785	2009628
240	429	608	7505	1600448
983	701	404	97679	1240853
888	291	815	74007	2248378
949	895	75	56038	9651733
116	228	200	34366	566056
879	410	634	36472	5344904
614	283	394	54082	9452157
605	241	402	82258	8345704
35	350	673	91788	2292881
726	526	648	5369	9132672
784	62	413	19522	4480513
750	465	827	14008	7329651
629	158	777	33764	6524365
167	948	347	45277	2023189
363	572	870	99061	3965035
250	811	579	67711	6159668
370	290	916	75797	6135936
544	608	235	49011	5946257
455	328	138	14254	4599904
315	158	320	29127	5902615
177	705	469	31294	5900433
705	538	199	75176	549181
642	924	613	24942	4533640
388	969	242	80987	7482870
242	323	453	11209	7704261
675	680	575	32952	1303269
499	803	237	15210	5890280
207	291	939	24604	845053
18	617	762	39647	4362678
59	821	330	94885	9480859
120	744	951	86552	8544032
20	544	348	54420	4020999
624	615	398	98084	8436015
278	481	412	59872	6556140
773	574	74	94726	5696613
425	471	248	94230	1458774
505	103	964	57655	9052737
959	462	50	28051	4576361
395	657	655	61337	2339441
553	218	805	85401	251737
893	354	618	14990	2876321
378	725	979	97282	9571402
413	742	642	57344	8151136
946	578	443	49618	8160216
236	213	609	34117	2813227
14	434	133	89192	7098392
263	642	199	16258	219671
866	363	279	43988	6682855
540	539	904	76827	3694802
355	460	315	43058	1369528
703	812	210	81487	8900384
423	327	616	34145	8164639
187	182	971	49305	8868495
685	732	640	24239	3636476
861	340	909	51999	2778452
113	674	99	57233	6492701
867	829	616	10228	950191
421	283	693	16746	7355410
480	144	281	83448	8064294
49	60	341	76664	5942380
621	289	938	13324	7923954
912	196	257	72434	1317454
411	190	690	73093	3354780
272	827	403	56985	4191184
672	787	459	76995	754001
906	491	735	22611	840256
288	85	524	77854	3416117
879	596	366	78420	7012632
561	852	322	16668	5206751
470	182	435	88344	8564797
921	322	108	54412	4880061
692	908	445	59454	9319227
207	6	809	96207	4971843
504	972	782	54011	1070437
2	190	18	55890	8767181
247	356	745	37527	7024345
546	418	726	19404	8625302
939	493	644	93790	8280438
607	698	752	51100	1696299
886	906	282	33691	6702056
119	784	500	71526	4769395
966	921	652	54199	7607397
840	589	955	29072	9118446
730	939	660	91408	479557
242	318	605	43092	8024156
38	142	862	16040	1281929
884	493	78	86788	9127586
822	86	76	59392	4438605
161	672	420	78178	5622421
775	371	25	81916	7888820
276	308	120	46554	7334234
121	582	985	99113	4951699
978	991	187	85356	2899441
373	939	726	26703	6324734
960	522	286	24563	4815956
197	267	720	98188	8747086
917	16	425	20872	6484638
140	880	461	75605	8288529
214	559	802	60581	6537556
773	951	93	68352	8536000
869	901	62	79574	6236310
303	388	972	6191	3918239
152	291	106	76894	1974326
962	262	276	88284	6219328
402	119	346	63274	1538938
678	669	251	88731	5458838
699	413	344	47584	4004466
64	377	309	48921	8146473
898	374	79	4821	6287587
188	334	319	28952	673733
165	906	44	57246	9646455
390	952	915	29081	4354041
237	580	949	80781	3249275
510	211	750	96551	3643803
109	337	756	34985	1090881
389	344	985	50897	3176187
220	150	539	88983	5855356
960	105	587	67824	4569619
226	614	739	26178	9344832
471	54	568	84530	7240889
821	559	355	18139	7466686
963	998	759	54562	8724660
602	503	833	31553	7509971
312	523	284	28501	3865768
927	871	560	82430	5840506
637	211	721	75924	7870893
340	632	790	24941	676436
504	761	812	99192	9378507
735	752	26	95552	2336214
474	206	273	48611	8504334
445	129	586	30231	5773014
93	872	477	99136	8968095
351	389	487	35115	8766880
220	153	334	37295	375950
450	422	65	13742	9359080
164	938	308	83748	3691030
280	949	252	93083	5879620
341	365	374	78182	7972389
900	849	465	73432	1125792
28	458	37	12409	487682
916	225	625	11820	9978756
999	537	261	89526	31665
764	326	470	58220	6459766
952	48	254	36647	5027806
74	708	793	48406	4581697
129	219	168	56876	9071897
485	759	663	98483	4306529
833	434	434	26700	8914561
750	600	220	26571	5561761
6	298	254	20067	8380864
773	57	740	98147	6090900
293	369	174	53287	2452401
482	254	605	71648	9050552
629	766	684	87081	2552777
681	895	218	13390	2716333
477	933	786	75602	3993075
513	491	920	92305	2250677
181	608	257	58165	7710883
81	319	499	94346	320368
439	199	974	57063	6298571
164	538	910	30565	9410788
531	458	918	17573	6394732
894	506	435	73058	8238810
793	400	411	89677	3066910
246	173	166	21130	1742275
380	708	261	19413	8862677
279	504	704	34995	7624554
521	718	605	14001	5199558
684	497	896	14338	2394097
66	509	698	3941	1695422
82	794	829	81119	441623
927	469	761	82896	9329599
233	721	260	41350	7561389
185	948	70	66185	1900299
600	37	716	82140	9813995
561	896	840	27358	6344467
204	121	384	55289	132976
123	591	959	8858	6943182
255	499	576	10629	5433087
70	147	309	5524	6134054
92	511	367	17563	5674930
785	90	27	85609	8155737
389	525	583	31463	2556338
614	797	506	67506	4024512
626	165	938	98832	9824251
994	957	921	9606	1040401
991	935	529	49506	4640489
603	880	176	87549	6156873
844	243	156	86340	156700
473	317	610	30857	7703901
150	544	456	36512	316079
538	585	442	50675	6825204
306	295	644	43990	1320288
631	568	29	35700	2298889
886	97	372	8944	296003
210	419	295	9682	3694600
997	923	375	84269	5257195
889	966	810	65786	6837826
623	702	967	88435	8369849
359	779	540	94704	1973644
558	553	222	43359	232836
948	478	370	83131	3640156
879	102	525	29982	7562634
506	661	241	70707	9700057
74	430	581	78325	3220951
326	985	507	3566	5226163
314	895	719	48054	7537899
901	764	743	86805	5255988
371	354	24	6512	8290944
978	802	960	20845	9264727
958	808	662	13911	3961587
17	772	407	85416	7316119
216	795	385	70164	3456520
766	724	250	33573	4011138
397	474	498	14776	4591807
437	974	681	84107	7833443
256	804	96	48258	1439429
796	744	620	3899	7241380
909	2	78	18490	7164972
828	969	828	9934	6133115
667	626	950	45432	1440296
157	680	118	35070	3808301
1000	86	234	76774	8910075
186	142	29	28702	9124931
304	847	391	17474	1734713
399	173	611	94077	3806504
211	104	172	50252	8270055
130	538	512	91168	5818135
161	935	770	39333	689390
382	726	299	75790	906837
767	415	722	24285	4882003
612	259	31	32635	6921638
778	746	572	77226	435405
790	552	15	41822	8170915
747	937	841	45089	9055738
41	145	444	23218	4242039
356	406	232	91897	3199843
888	673	821	9167	6608162
973	47	364	2638	6009773
566	19	352	23580	6407101
104	41	710	47550	7238543
440	369	150	61581	8529829
403	916	726	35476	4310867
365	108	365	2401	7674364
502	970	134	56747	7810299
466	471	13	69924	8681615
163	834	18	83038	8938355
107	131	55	54712	2310322
822	254	68	57741	221149
563	130	621	94058	4851071
24	913	434	23486	362595
270	428	161	3311	737058
500	209	486	77556	2462361
781	86	907	88423	7920874
199	646	25	81217	4517327
166	510	474	12709	4752498
675	186	881	40948	4820943
8	732	412	20606	2859433
776	555	369	4707	2795358
701	912	702	42549	8559651
651	718	513	46085	9867727
181	395	87	43444	1599250
940	995	12	92678	3090093
517	227	286	38937	997286
601	895	118	9791	8925238
665	542	722	74568	86198
286	181	719	56613	9714058
932	763	874	95797	7145287
156	522	159	68852	1299905
92	407	789	23333	1378378
460	430	247	63557	7487307
893	118	296	91759	7925669
358	816	199	64611	7921393
737	864	24	93176	2713614
553	400	273	63819	7924321
979	784	222	22534	5977737
614	693	410	72141	4445735
516	276	349	98404	8289784
9	766	752	82155	8531375
867	979	533	6044	4355360
48	590	30	6296	4062936
279	733	102	52149	1012248
806	55	725	55657	8695834
246	34	481	87920	6224686
998	226	176	53129	9581841
112	814	51	27802	8663934
891	109	164	41941	5602911
796	433	955	49066	1780391
746	980	246	24965	19743
590	428	637	53934	6286313
188	654	435	17064	1730813
61	260	694	61671	6069747
230	529	857	81256	5502210
607	515	211	91047	8085563
927	784	130	71712	9258839
346	284	595	32313	3614405
94	40	280	82068	156551
520	214	63	28863	7628673
1000	863	749	20492	112484
635	328	205	10711	4930959
31	918	481	99397	7481939
273	659	866	64236	6647334
68	206	981	80261	5509122
968	240	457	74138	6578374
625	719	63	12266	2303510
976	495	450	7283	5276645
867	492	70	73059	3406542
165	975	877	49101	4832930
902	464	354	78341	1067422
14	461	794	65055	5194788
700	819	305	71639	9381905
582	858	817	42313	267865
254	640	993	49660	1254079
482	771	233	13646	8098958
60	801	143	92003	7882948
424	322	400	71832	5915864
416	989	404	8654	2609979
966	965	253	42273	2993645
193	530	693	99149	1472642
373	822	133	34210	8063815
556	449	150	96257	8124403
468	696	982	49535	7719676
489	115	400	87335	4211160
240	593	339	74586	7180067
964	344	662	36362	2374278
154	23	218	97753	5226692
115	740	814	55371	7786079
803	796	861	77019	3547876
286	901	835	91445	9089268
391	587	234	61707	8528218
99	538	466	48091	9674031
277	382	737	54601	1500648
445	384	754	31301	5112930
667	589	49	32987	2865371
507	156	662	85858	4728222
911	480	430	56009	5870686
706	42	29	81209	4894456
909	892	362	45092	2003260
274	553	912	25713	4032755
65	347	141	98127	7836670
495	793	925	63088	901506
912	584	297	46582	4365664
93	472	667	43374	2504495
544	993	957	96437	5815463
343	105	675	14738	9509597
970	952	928	73404	6968351
951	765	739	16821	9121664
720	285	198	89445	7863038
870	243	148	39602	1337492
804	680	902	97574	634747
424	101	835	89441	9215504
506	468	713	58944	2561845
948	1000	841	85356	8623332
999	410	555	49484	3929696
678	130	775	20767	2439508
996	872	122	7062	4178538
642	850	580	36806	7473028
757	481	514	46162	3367389
321	777	61	99128	6323072
473	935	64	13160	9885327
240	426	206	88259	2889439
792	271	533	70447	4637415
388	490	918	20124	8600792
561	10	321	23212	9799643
431	578	400	99426	4279379
668	998	93	25657	2697804
937	394	625	94689	2638665
820	308	598	93259	7510865
239	941	514	57099	5245170
47	103	981	26080	4433679
699	889	34	26898	8091539
273	392	924	10588	9857760
621	109	596	67915	5383922
80	494	538	19584	7219783
595	434	86	5573	2514358
201	747	932	81314	7353889
977	245	119	91842	9137545
352	134	876	85395	398440
658	422	871	41920	1020816
949	890	83	15062	2733013
722	484	465	84204	193027
97	653	551	42374	1881397
292	835	747	84478	4203662
42	847	477	45733	6264170
820	288	566	1161	9847448
308	181	329	30100	7121256
76	374	105	40496	2654803
26	676	690	13839	7611044
90	941	767	90391	9415636
975	438	615	28644	1134551
822	67	699	34010	3738948
303	273	532	18270	2730866
882	303	780	84363	3352398
265	345	53	97656	9346019
865	119	294	15381	4999807
894	326	412	48196	5851793
216	770	98	26171	584213
497	334	185	21466	9367825
605	373	105	45461	8517882
268	317	858	22178	8957297
718	382	316	27040	2616004
458	59	243	79247	4780067
51	565	875	9147	612075
950	217	83	15203	430982
638	115	967	34020	2943345
8	191	95	3814	8804227
341	266	174	41764	3414028
162	871	41	35288	4246051
476	610	228	10626	9512743
206	43	767	24545	7236274
767	516	912	66164	6791370
924	63	285	82019	108357
184	621	125	4975	9602963
631	436	378	96224	7950837
581	87	838	2738	7092261
960	562	640	37959	6540935
900	265	881	16622	8916314
260	895	384	62983	220068
253	259	96	9735	833844
977	753	656	26074	3413342
341	223	256	42392	1297885
717	574	211	89604	2483573
533	748	123	97622	7441570
255	63	123	89787	9390330
601	499	997	81869	327693
405	845	130	98588	5071832
757	36	376	99888	5885911
446	224	532	82926	9140452
867	396	843	68704	5780847
761	577	484	97348	7600017
943	499	925	30331	6176946
684	329	153	70344	288370
143	776	276	36072	8906299
605	957	148	97217	2805217
348	595	212	30243	8204431
279	507	899	99106	7176615
821	719	591	95057	8506393
689	723	478	43592	979896
806	982	869	74106	6476338
716	519	173	43254	90953
286	610	419	9252	4512935
212	336	423	44284	990517
663	230	831	93354	8583006
844	150	64	76758	9084349
414	738	483	7651	8836614
784	137	885	30759	2113268
507	689	835	12982	9199400
881	312	879	9930	3448513
809	361	548	76832	1106575
416	564	218	40007	7075615
408	12	489	64170	2496350
600	495	687	41537	2444675
164	923	253	38605	5770578
539	823	562	88878	6622450
780	332	483	18093	1691624
785	63	607	52869	2224027
930	228	453	2426	5432344
630	81	207	83116	3597276
484	498	137	32797	5514735
906	919	194	26099	3065401
370	369	346	93569	5405392
411	530	484	66413	1506204
391	917	332	2725	13019
264	380	567	48374	4637194
132	925	768	86306	1427114
432	888	548	62815	5234716
935	70	652	68646	3796953
107	925	875	3686	177700
730	339	306	76730	3881985
141	846	266	88749	4736174
217	42	928	62609	9775861
181	111	193	7671	7382028
774	291	741	34615	2962532
171	567	170	71028	7219367
1000	343	394	63130	979370
872	515	954	90657	8196919
127	828	115	30766	9587273
282	452	906	62843	6215667
398	846	169	83484	3671602
443	471	443	33035	5095845
307	368	885	3338	7911779
154	448	295	4941	7125084
25	43	520	90853	3932452
943	195	24	16090	8319135
855	27	173	69187	1541665
268	681	818	38438	4665442
117	948	638	76450	1102559
936	141	450	79261	6470762
467	695	312	2793	4209564
391	838	744	2138	2161325
586	277	960	64047	7003712
654	480	527	84577	7327481
299	729	417	10648	1944970
623	826	48	62076	1652609
232	962	236	92630	8959948
91	178	536	41943	3254569
851	358	116	69956	9447810
737	207	606	52762	940900
569	589	778	3188	2237322
372	804	221	93316	7960293
31	920	649	14647	1285887
924	822	384	35693	8492295
645	439	536	86763	2601064
791	273	838	39512	8531641
905	240	428	98228	5936277
232	916	351	60766	762420
485	215	146	70101	3042701
69	948	570	97805	5598171
235	80	878	1933	4297477
647	277	585	39643	1659078
496	113	577	45862	2335698
675	464	802	70884	1409049
838	826	106	80752	8334844
59	782	118	51582	6394654
199	555	741	41752	437193
280	228	421	61637	4206024
396	842	994	49588	6807714
613	949	823	16677	8647194
240	643	433	93332	303140
68	695	912	77248	8218204
22	246	722	92458	7394873
143	665	783	14748	3207111
467	553	897	37828	5267945
491	874	404	1385	8629236
654	15	449	94777	4903671
490	31	33	68600	719672
689	326	705	16956	1003543
862	431	572	65292	9523625
668	524	489	28428	7685447
529	876	276	52052	5087425
585	742	328	22696	2239165
480	378	273	68622	6412895
352	637	451	37275	3738452
987	229	210	62553	4233415
126	549	955	66829	8875822
171	407	272	82583	7519197
586	832	682	8153	3483556
217	669	787	29038	8403257
851	420	204	53902	2643124
821	931	317	96044	5493256
204	201	905	5846	2128778
655	437	358	64046	7662080
530	640	848	21702	1065177
95	502	927	51967	9191828
216	543	136	28390	8432826
666	741	624	70748	6045520
906	946	75	56175	6764544
630	658	899	75122	8346312
684	317	899	18375	8745827
488	963	801	80609	3776691
60	162	532	81448	3224606
870	459	171	67079	785596
705	820	201	71217	428699
42	220	747	73573	2436125
981	414	47	51581	9826242
849	163	551	87175	1231231
631	79	255	27725	9588840
361	322	124	23925	8868278
145	674	886	73207	6334174
497	606	461	30501	2839072
901	305	142	70346	1864339
209	513	717	22674	5694696
692	126	31	5290	9251776
391	624	988	3547	2068957
586	134	985	94445	3399481
