Student ID,Group,Account ID
515,ФМ5,1515
516,МТ1,1516
517,АК2,1517
518,ФМ3,1518
519,ИУ3,1519
520,МТ3,1520
521,ФМ1,1521
522,РК5,1522
523,АК4,1523
524,ФМ4,1524
525,РК3,1525
526,РК5,1526
527,АК2,1527
528,ФМ1,1528
529,РК5,1529
530,РК1,1530
531,ФМ3,1531
532,ФМ3,1532
533,РК3,1533
534,РК1,1534
535,РК1,1535
536,ФМ2,1536
537,МТ3,1537
538,ИУ4,1538
539,МТ3,1539
540,МТ2,1540
541,МТ5,1541
542,ИУ5,1542
543,МТ4,1543
544,РК5,1544
545,МТ5,1545
546,АК4,1546
547,АК2,1547
548,АК3,1548
549,МТ1,1549
550,ФМ5,1550
551,РК1,1551
552,АК2,1552
553,РК5,1553
554,ИУ2,1554
555,АК4,1555
556,ФМ1,1556
557,МТ2,1557
558,МТ1,1558
559,АК2,1559
560,ИУ3,1560
561,АК1,1561
562,ФМ3,1562
563,РК5,1563
564,ИУ4,1564
565,МТ2,1565
566,АК5,1566
567,МТ4,1567
568,ИУ1,1568
569,МТ3,1569
570,АК5,1570
571,РК1,1571
572,АК5,1572
573,МТ1,1573
574,ФМ1,1574
575,РК4,1575
576,АК3,1576
577,РК4,1577
578,ИУ3,1578
579,ИУ5,1579
580,МТ3,1580
581,АК3,1581
582,ФМ3,1582
583,РК2,1583
584,МТ2,1584
585,МТ1,1585
586,ФМ5,1586
587,ИУ1,1587
588,МТ3,1588
589,АК1,1589
590,МТ3,1590
591,ИУ2,1591
592,РК5,1592
593,МТ5,1593
594,ИУ2,1594
595,РК3,1595
596,РК3,1596
597,ИУ3,1597
598,АК3,1598
599,ИУ1,1599
600,АК3,1600
601,РК2,1601
602,РК4,1602
603,ФМ2,1603
604,ИУ2,1604
605,МТ5,1605
606,МТ4,1606
607,ФМ5,1607
608,МТ4,1608
609,ИУ2,1609
610,РК3,1610
611,РК3,1611
612,ИУ3,1612
613,РК5,1613
614,АК4,1614
615,ФМ3,1615
616,ИУ1,1616
617,ФМ3,1617
618,МТ5,1618
619,ИУ4,1619
620,РК3,1620
621,МТ2,1621
622,МТ2,1622
623,ИУ1,1623
624,РК2,1624
625,ИУ5,1625
626,РК5,1626
627,АК1,1627
628,ИУ2,1628
629,МТ1,1629
630,РК1,1630
631,РК1,1631
632,АК1,1632
633,АК4,1633
634,РК2,1634
635,ИУ4,1635
636,ИУ4,1636
637,ФМ1,1637
638,АК3,1638
639,РК2,1639
640,ИУ4,1640
641,ФМ3,1641
642,АК4,1642
643,ИУ2,1643
644,АК5,1644
645,РК3,1645
646,ФМ3,1646
647,РК4,1647
648,ФМ2,1648
649,РК4,1649
650,ФМ4,1650
651,РК5,1651
652,ФМ5,1652
653,ФМ3,1653
654,МТ5,1654
655,РК4,1655
656,МТ5,1656
657,МТ5,1657
658,ИУ2,1658
659,ИУ1,1659
660,АК1,1660
661,МТ5,1661
662,ФМ2,1662
663,АК4,1663
664,МТ4,1664
665,ИУ2,1665
666,РК5,1666
667,ФМ4,1667
668,РК3,1668
669,МТ1,1669
670,ФМ3,1670
671,МТ1,1671
672,ФМ5,1672
673,МТ2,1673
674,ИУ5,1674
675,ИУ2,1675
676,МТ1,1676
677,ФМ4,1677
678,АК3,1678
679,АК5,1679
680,МТ3,1680
681,МТ3,1681
682,РК3,1682
683,АК4,1683
684,ИУ2,1684
685,АК2,1685
686,РК2,1686
687,МТ4,1687
688,ИУ5,1688
689,МТ3,1689
690,ФМ2,1690
691,ИУ4,1691
692,ФМ2,1692
693,АК1,1693
694,МТ4,1694
695,ИУ5,1695
696,ИУ2,1696
697,АК3,1697
698,ИУ2,1698
699,ИУ4,1699
700,ФМ2,1700
701,ФМ2,1701
702,РК5,1702
703,ИУ5,1703
704,ИУ5,1704
705,РК2,1705
706,РК2,1706
707,РК4,1707
708,РК1,1708
709,РК3,1709
710,РК3,1710
711,РК4,1711
712,РК2,1712
713,МТ1,1713
714,МТ3,1714
715,АК2,1715
716,ИУ3,1716
717,АК3,1717
718,МТ3,1718
719,АК2,1719
720,АК5,1720
721,ИУ3,1721
722,МТ5,1722
723,МТ5,1723
724,ФМ4,1724
725,РК5,1725
726,АК3,1726
727,МТ1,1727
728,АК5,1728
729,МТ1,1729
730,ИУ5,1730
731,ИУ2,1731
732,АК1,1732
733,МТ3,1733
734,МТ4,1734
735,АК2,1735
736,АК5,1736
737,ИУ5,1737
738,ИУ1,1738
739,МТ1,1739
740,МТ1,1740
741,АК5,1741
742,ИУ3,1742
743,РК4,1743
744,ФМ2,1744
745,РК2,1745
746,АК2,1746
747,АК2,1747
748,РК1,1748
749,ФМ2,1749
750,ИУ5,1750
751,МТ5,1751
752,АК5,1752
753,РК2,1753
754,МТ3,1754
755,ИУ3,1755
756,ИУ4,1756
757,ФМ5,1757
758,ИУ4,1758
759,ИУ4,1759
760,ИУ5,1760
761,РК5,1761
762,АК5,1762
763,ИУ1,1763
764,ФМ5,1764
765,МТ4,1765
766,РК2,1766
767,АК5,1767
768,ИУ3,1768
769,РК1,1769
770,РК4,1770
771,РК3,1771
772,ИУ3,1772
773,МТ1,1773
774,ИУ3,1774
775,ИУ1,1775
776,ИУ3,1776
777,МТ4,1777
778,РК5,1778
779,АК2,1779
780,АК5,1780
781,ИУ2,1781
782,ИУ4,1782
783,РК2,1783
784,ФМ2,1784
785,МТ3,1785
786,АК5,1786
787,МТ3,1787
788,МТ2,1788
789,РК4,1789
790,АК2,1790
791,АК1,1791
792,МТ3,1792
793,РК3,1793
794,АК2,1794
795,АК2,1795
796,МТ3,1796
797,АК2,1797
798,РК1,1798
799,РК2,1799
800,АК5,1800
801,ИУ5,1801
802,ФМ3,1802
803,АК5,1803
804,ФМ3,1804
805,ИУ2,1805
806,АК2,1806
807,МТ2,1807
808,РК2,1808
809,МТ4,1809
810,ИУ3,1810
811,МТ3,1811
812,АК3,1812
813,РК5,1813
814,АК3,1814
815,АК5,1815
816,РК4,1816
817,МТ5,1817
818,МТ3,1818
819,РК5,1819
820,МТ4,1820
821,РК4,1821
822,РК2,1822
823,РК3,1823
824,АК1,1824
825,РК3,1825
826,АК4,1826
827,АК2,1827
828,ФМ4,1828
829,АК1,1829
830,ИУ5,1830
831,РК4,1831
832,РК4,1832
833,МТ5,1833
834,РК5,1834
835,ФМ5,1835
836,МТ1,1836
837,ИУ4,1837
838,МТ1,1838
839,МТ1,1839
840,ФМ3,1840
841,ИУ2,1841
842,ФМ3,1842
843,МТ3,1843
844,ФМ3,1844
845,АК3,1845
846,АК1,1846
847,ФМ5,1847
848,АК1,1848
849,ФМ1,1849
850,АК5,1850
851,ИУ2,1851
852,РК5,1852
853,ФМ5,1853
854,РК5,1854
855,МТ2,1855
856,РК1,1856
857,ИУ3,1857
858,ИУ1,1858
859,РК5,1859
860,МТ4,1860
861,МТ5,1861
862,РК5,1862
863,МТ4,1863
864,ФМ3,1864
865,ФМ4,1865
866,МТ2,1866
867,ФМ5,1867
868,АК3,1868
869,ФМ2,1869
870,РК5,1870
871,МТ1,1871
872,АК3,1872
873,РК4,1873
874,РК4,1874
875,РК2,1875
876,МТ4,1876
877,РК3,1877
878,МТ2,1878
879,ФМ3,1879
880,РК2,1880
881,РК4,1881
882,МТ3,1882
883,ИУ4,1883
884,АК3,1884
885,РК1,1885
886,МТ3,1886
887,ИУ1,1887
888,ФМ3,1888
889,ИУ2,1889
890,РК5,1890
891,МТ2,1891
892,РК4,1892
893,РК3,1893
894,МТ3,1894
895,ФМ2,1895
896,РК2,1896
897,РК4,1897
898,МТ1,1898
899,АК4,1899
900,ФМ4,1900
901,РК2,1901
902,ИУ4,1902
903,МТ4,1903
904,МТ2,1904
905,МТ5,1905
906,АК3,1906
907,МТ3,1907
908,ИУ3,1908
909,ИУ4,1909
910,ФМ2,1910
911,ИУ1,1911
912,АК2,1912
913,МТ5,1913
914,АК4,1914
915,МТ3,1915
916,АК4,1916
917,ФМ2,1917
918,РК1,1918
919,ФМ5,1919
920,ИУ2,1920
921,ИУ3,1921
922,ИУ2,1922
923,ФМ1,1923
924,ИУ1,1924
925,АК1,1925
926,АК3,1926
927,ФМ2,1927
928,АК5,1928
929,РК1,1929
930,ИУ4,1930
931,МТ2,1931
932,ФМ2,1932
933,ИУ2,1933
934,ИУ2,1934
935,РК1,1935
936,РК5,1936
937,АК3,1937
938,ИУ5,1938
939,МТ4,1939
940,ИУ1,1940
941,АК1,1941
942,МТ2,1942
943,МТ1,1943
944,РК4,1944
945,АК5,1945
946,АК4,1946
947,ФМ4,1947
948,ФМ5,1948
949,АК5,1949
950,РК4,1950
951,РК5,1951
952,ФМ1,1952
953,ИУ3,1953
954,МТ5,1954
955,ФМ2,1955
956,АК2,1956
957,РК1,1957
958,РК2,1958
959,ИУ4,1959
960,ИУ1,1960
961,ИУ4,1961
962,АК4,1962
963,ФМ5,1963
964,РК2,1964
965,РК2,1965
966,РК4,1966
967,ФМ4,1967
968,ИУ2,1968
969,ИУ3,1969
970,ИУ2,1970
971,ФМ1,1971
972,ФМ5,1972
973,ФМ5,1973
974,МТ5,1974
975,МТ3,1975
976,ИУ2,1976
977,РК5,1977
978,РК4,1978
979,МТ5,1979
980,АК5,1980
981,ФМ1,1981
982,ИУ2,1982
983,ИУ3,1983
984,МТ3,1984
985,ИУ3,1985
986,АК4,1986
987,РК3,1987
988,МТ5,1988
989,ФМ5,1989
990,ИУ4,1990
991,АК1,1991
992,РК1,1992
993,ИУ5,1993
994,АК5,1994
995,МТ1,1995
996,ИУ2,1996
997,ФМ1,1997
998,ФМ5,1998
999,ФМ2,1999
1000,ИУ4,2000
1001,ФМ4,2001
1002,РК1,2002
1003,МТ2,2003
1004,ИУ1,2004
1005,АК5,2005
1006,МТ4,2006
1007,АК2,2007
1008,РК5,2008
1009,РК5,2009
1010,МТ1,2010
1011,РК5,2011
1012,РК1,2012
1013,ФМ5,2013
1014,ФМ2,2014
1015,МТ3,2015
1016,МТ5,2016
1017,МТ1,2017
1018,МТ2,2018
1019,ИУ1,2019
1020,АК1,2020
1021,АК2,2021
1022,ИУ5,2022
1023,АК5,2023
1024,МТ1,2024
1025,МТ1,2025
1026,РК3,2026
1027,РК4,2027
1028,РК3,2028
1029,АК5,2029
1030,ФМ2,2030
1031,МТ4,2031
1032,ФМ1,2032
1033,ФМ1,2033
1034,МТ5,2034
1035,ФМ5,2035
1036,МТ5,2036
1037,АК5,2037
1038,АК1,2038
1039,ФМ3,2039
1040,РК1,2040
1041,РК5,2041
1042,ИУ5,2042
1043,АК4,2043
1044,РК1,2044
1045,АК5,2045
1046,РК5,2046
1047,ФМ3,2047
1048,АК2,2048
1049,АК5,2049
1050,ФМ1,2050
1051,РК1,2051
1052,РК2,2052
1053,МТ4,2053
1054,АК3,2054
1055,АК1,2055
1056,ИУ3,2056
1057,МТ1,2057
1058,ФМ5,2058
1059,ИУ5,2059
1060,РК3,2060
1061,ИУ2,2061
1062,РК1,2062
1063,МТ3,2063
1064,РК2,2064
1065,РК2,2065
1066,ИУ3,2066
1067,РК4,2067
1068,РК4,2068
1069,АК1,2069
1070,МТ2,2070
1071,МТ1,2071
1072,ФМ4,2072
1073,АК2,2073
1074,ФМ2,2074
1075,РК2,2075
1076,ИУ3,2076
1077,РК2,2077
1078,АК3,2078
1079,ФМ4,2079
1080,РК5,2080
1081,ФМ3,2081
1082,МТ5,2082
1083,РК5,2083
1084,АК1,2084
1085,ИУ5,2085
1086,ФМ1,2086
1087,ИУ1,2087
1088,ФМ4,2088
1089,АК5,2089
1090,РК1,2090
1091,ИУ2,2091
1092,ИУ1,2092
1093,РК5,2093
1094,МТ1,2094
1095,РК5,2095
1096,МТ2,2096
1097,МТ4,2097
1098,РК2,2098
1099,МТ2,2099
1100,ИУ5,2100
1101,МТ5,2101
1102,ИУ5,2102
1103,АК4,2103
1104,ИУ5,2104
1105,ИУ1,2105
1106,МТ4,2106
1107,АК1,2107
1108,ИУ5,2108
1109,МТ3,2109
1110,РК1,2110
1111,РК2,2111
1112,ИУ1,2112
1113,АК5,2113
1114,ФМ1,2114
1115,ИУ5,2115
1116,МТ3,2116
1117,АК2,2117
1118,ФМ1,2118
1119,АК2,2119
1120,ФМ2,2120
1121,ФМ5,2121
1122,МТ3,2122
1123,МТ4,2123
1124,МТ4,2124
1125,РК5,2125
1126,ФМ5,2126
1127,ИУ4,2127
1128,ИУ2,2128
1129,МТ5,2129
1130,РК3,2130
1131,ФМ2,2131
1132,РК2,2132
1133,АК3,2133
1134,РК3,2134
1135,ФМ1,2135
1136,РК1,2136
1137,ИУ3,2137
1138,РК5,2138
1139,ФМ5,2139
1140,АК5,2140
1141,ИУ5,2141
1142,МТ4,2142
1143,АК4,2143
1144,ИУ4,2144
1145,АК1,2145
1146,ФМ4,2146
1147,МТ3,2147
1148,АК4,2148
1149,ИУ1,2149
1150,МТ1,2150
1151,ИУ3,2151
1152,МТ4,2152
1153,ФМ2,2153
1154,РК5,2154
1155,МТ2,2155
1156,РК1,2156
1157,МТ2,2157
1158,АК5,2158
1159,РК1,2159
1160,ФМ1,2160
1161,ФМ1,2161
1162,РК4,2162
1163,АК2,2163
1164,РК1,2164
1165,МТ5,2165
1166,РК5,2166
1167,РК1,2167
1168,МТ3,2168
1169,ИУ3,2169
1170,МТ2,2170
1171,РК1,2171
1172,АК2,2172
1173,РК4,2173
1174,МТ2,2174
1175,ФМ3,2175
1176,АК4,2176
1177,РК5,2177
1178,АК5,2178
1179,ИУ1,2179
1180,МТ3,2180
1181,ФМ5,2181
1182,ИУ2,2182
1183,ИУ2,2183
1184,ФМ3,2184
1185,АК1,2185
1186,ФМ4,2186
1187,РК5,2187
1188,АК2,2188
1189,ИУ2,2189
1190,ИУ4,2190
1191,РК1,2191
1192,МТ3,2192
1193,РК4,2193
1194,МТ3,2194
1195,МТ5,2195
1196,РК2,2196
1197,ИУ1,2197
1198,ИУ3,2198
1199,МТ1,2199
1200,ИУ1,2200
1201,МТ5,2201
1202,РК2,2202
1203,МТ3,2203
1204,РК1,2204
1205,РК5,2205
1206,ИУ5,2206
1207,ФМ5,2207
1208,ФМ2,2208
1209,РК5,2209
1210,ИУ3,2210
1211,АК5,2211
1212,АК1,2212
1213,ФМ5,2213
1214,АК1,2214
1215,ФМ3,2215
1216,МТ5,2216
1217,МТ1,2217
1218,РК3,2218
1219,ФМ1,2219
1220,ФМ3,2220
1221,АК3,2221
1222,МТ3,2222
1223,РК1,2223
1224,ИУ5,2224
1225,РК3,2225
1226,ФМ1,2226
1227,ФМ2,2227
1228,ФМ2,2228
1229,МТ5,2229
1230,ИУ2,2230
1231,МТ2,2231
1232,ФМ3,2232
1233,ИУ5,2233
1234,АК3,2234
1235,АК2,2235
1236,ФМ5,2236
1237,ИУ1,2237
1238,ИУ2,2238
1239,РК2,2239
1240,РК4,2240
1241,ИУ3,2241
1242,АК1,2242
1243,ИУ2,2243
1244,РК5,2244
1245,АК2,2245
1246,ФМ1,2246
1247,ФМ4,2247
1248,ФМ5,2248
1249,МТ4,2249
1250,АК2,2250
1251,РК4,2251
1252,ФМ3,2252
1253,РК4,2253
1254,АК1,2254
1255,РК5,2255
1256,ИУ1,2256
1257,АК2,2257
1258,ФМ2,2258
1259,РК4,2259
1260,РК5,2260
1261,ИУ3,2261
1262,МТ3,2262
1263,АК5,2263
1264,ИУ3,2264
1265,РК3,2265
1266,ИУ2,2266
1267,РК5,2267
1268,РК3,2268
1269,ФМ1,2269
1270,ФМ3,2270
1271,ФМ5,2271
1272,ФМ3,2272
1273,РК5,2273
1274,ИУ4,2274
1275,ИУ4,2275
1276,ФМ5,2276
1277,ФМ4,2277
1278,РК5,2278
1279,ФМ5,2279
1280,ФМ2,2280
1281,РК1,2281
1282,АК3,2282
1283,МТ2,2283
1284,ФМ5,2284
1285,ФМ2,2285
1286,ИУ2,2286
1287,РК2,2287
1288,ИУ2,2288
1289,МТ4,2289
1290,АК1,2290
1291,РК4,2291
1292,ИУ5,2292
1293,РК4,2293
1294,РК4,2294
1295,МТ4,2295
1296,ИУ2,2296
1297,ИУ4,2297
1298,МТ2,2298
1299,ИУ5,2299
1300,АК2,2300
1301,РК1,2301
1302,ФМ1,2302
1303,ИУ5,2303
1304,ФМ4,2304
1305,ФМ4,2305
1306,ФМ2,2306
1307,РК5,2307
1308,АК2,2308
1309,ИУ5,2309
1310,ФМ3,2310
1311,ИУ2,2311
1312,РК1,2312
1313,ИУ2,2313
1314,МТ5,2314
1315,ФМ5,2315
1316,ФМ4,2316
1317,АК4,2317
1318,ИУ5,2318
1319,ФМ3,2319
1320,ИУ4,2320
1321,ФМ3,2321
1322,РК2,2322
1323,МТ1,2323
1324,АК3,2324
1325,РК4,2325
1326,ИУ3,2326
1327,ИУ4,2327
1328,МТ4,2328
1329,РК5,2329
1330,МТ2,2330
1331,ФМ3,2331
1332,ИУ5,2332
1333,МТ4,2333
1334,МТ1,2334
1335,РК2,2335
1336,АК3,2336
1337,МТ2,2337
1338,ИУ3,2338
1339,РК5,2339
1340,МТ3,2340
1341,ИУ2,2341
1342,РК2,2342
1343,АК5,2343
1344,МТ5,2344
1345,ИУ1,2345
1346,МТ1,2346
1347,АК4,2347
1348,ФМ2,2348
1349,РК2,2349
1350,МТ2,2350
1351,МТ2,2351
1352,МТ3,2352
1353,АК1,2353
1354,ФМ1,2354
1355,ИУ5,2355
1356,РК3,2356
1357,АК4,2357
1358,ИУ5,2358
1359,АК4,2359
1360,МТ3,2360
1361,ИУ1,2361
1362,ИУ4,2362
1363,ИУ5,2363
1364,ИУ5,2364
