Student ID,Course ID,Score
1270,383,40
6231,1100,18
13461,1395,15
357,1368,38
3627,1820,98
7598,849,42
13670,112,50
16332,23,79
10137,675,17
11866,101,53
13176,824,25
12533,310,22
5223,1275,80
7874,257,8
10436,1721,71
70,118,2
2029,423,85
14297,565,72
10500,354,71
12198,441,47
4882,1581,47
4165,751,65
19617,1088,70
13158,1403,85
4251,1028,92
17357,159,34
6969,483,33
7950,1328,59
8992,1618,73
7300,1159,91
4532,1518,8
8375,1202,45
18694,1966,42
16097,433,76
10367,998,28
2074,1653,9
464,311,41
2266,1336,97
13145,1896,8
5615,1829,50
15639,990,23
14385,1695,29
6485,1623,4
9706,490,41
17348,1881,36
5835,1815,13
4932,1966,70
9737,92,86
9131,555,74
18681,349,50
7706,719,52
800,482,79
3155,1102,15
8386,1965,6
7737,150,24
7437,562,49
18611,1586,53
13891,676,28
5829,1237,84
3460,18,18
15082,920,21
11452,357,17
2394,109,61
14586,1041,28
526,507,38
12399,922,59
1955,176,17
9971,557,3
10946,1735,83
2654,414,57
13601,1807,82
17203,743,4
16883,612,84
13290,1036,29
15858,1343,75
11798,1286,25
18255,804,18
13087,1071,91
5146,1342,46
10679,327,95
6856,1197,71
16520,1466,97
8933,479,27
4908,1880,92
4047,1968,66
16732,524,82
4175,1652,79
15113,1619,52
12728,1324,22
13172,1223,22
13876,786,84
14914,1229,64
5050,1052,96
8371,1269,100
2686,752,59
4565,877,46
16564,1159,46
18224,1181,77
12821,1615,1
7482,1879,58
13430,1512,25
11174,861,12
4054,1386,62
12830,407,56
4233,1610,55
497,1034,48
19848,55,61
9668,1269,34
1779,1448,39
16025,1351,85
16568,639,9
8610,31,5
13328,464,65
19897,1746,47
6015,919,57
11087,728,43
12496,106,72
2414,644,71
19908,562,44
3499,402,83
2156,1087,73
18732,829,82
18339,1856,92
11392,721,34
19993,1866,79
8950,30,91
5283,523,61
1920,470,20
3708,1459,77
9418,801,95
8826,609,28
16805,301,33
419,223,34
5634,1181,65
5091,1782,90
5940,7,39
14998,1766,90
16589,120,42
8445,1583,78
19685,1802,86
12531,1004,7
1216,1044,97
5167,1099,21
10222,113,81
17088,452,10
586,1345,16
8716,689,84
2723,1017,94
8729,301,36
3570,638,43
10284,490,71
16947,1083,29
4503,55,39
2239,1966,35
10679,975,74
8385,1401,56
2610,1006,78
15199,675,54
1213,1380,17
13134,307,18
19343,180,99
5809,1057,88
5564,507,23
17272,1953,87
7311,1866,47
15333,1770,93
3685,433,25
8521,829,31
11071,628,37
15209,1734,51
4287,35,48
9344,159,38
12557,1192,71
13249,728,88
15671,1034,25
7003,1849,92
806,347,44
14928,1229,42
10476,1875,5
465,196,82
14012,794,18
248,145,70
6373,1750,94
5808,242,69
5490,1034,97
14345,1746,11
12488,1738,62
5452,661,81
16532,734,91
17854,1537,58
3929,1432,15
15500,1365,59
17109,613,46
8432,84,9
4678,632,17
12219,919,33
14224,285,9
2759,209,83
8292,1985,29
9653,1554,96
18630,397,54
16058,1059,87
18799,1144,56
16625,68,29
15661,1686,78
15147,588,26
19970,526,72
4188,438,92
2713,1032,54
8049,971,32
4230,1217,43
10065,1155,83
3380,1196,57
9418,1814,64
14547,1629,86
5984,1021,18
12157,1566,95
10894,1967,43
9398,1149,95
6814,477,89
75,710,1
11324,1684,28
7042,1243,46
13668,1272,94
14785,1793,50
7636,1142,100
19218,303,24
3178,991,71
1687,1745,78
18846,1846,24
13588,503,19
14406,459,68
543,700,40
6320,544,84
3532,1289,20
3018,732,36
6524,1174,43
8707,1616,37
17961,700,79
19778,967,65
10440,826,68
19934,1021,58
12945,946,46
1365,1860,11
4105,1916,19
5599,131,85
9012,1465,80
6942,1443,65
2442,52,98
15621,551,33
8285,1680,49
10889,724,10
18721,1023,52
6348,106,41
2373,1343,8
5723,1582,62
8240,1149,54
19933,919,1
16679,1687,93
3002,1795,62
11717,1228,4
16986,677,20
1565,721,2
15158,1731,36
17858,1972,73
10040,1135,91
5184,101,70
11098,189,44
5101,1401,86
15963,1029,85
19920,523,17
18386,180,64
9833,1393,35
461,71,95
14068,1931,89
18757,649,68
17695,1410,83
16413,153,81
13685,1788,53
18203,943,92
12137,1601,15
1104,1634,12
12802,1987,60
5126,1217,40
1547,1144,50
18220,1729,53
836,1895,49
12406,1970,90
18702,407,38
8805,919,68
10617,1490,64
9195,773,84
5422,1811,63
148,156,82
18122,621,55
18557,870,92
17496,266,69
11344,504,80
282,1930,66
3507,532,31
340,459,46
3969,1621,2
7194,64,64
5083,1627,53
13836,1180,11
10228,509,52
11943,1673,15
11526,213,74
17710,1590,50
9630,1766,96
15604,1873,69
2606,461,84
16463,944,57
8259,1654,85
15470,852,1
8490,1396,92
10079,654,92
1967,770,93
16665,449,69
6724,34,13
9600,1517,50
14511,1439,86
4583,1386,83
10469,962,33
17065,1024,88
18460,1895,22
13443,1563,54
1169,27,64
148,1961,83
17915,99,62
882,253,69
12443,1839,9
2105,87,3
16642,1363,40
16678,845,18
17119,1345,99
1402,886,78
2285,771,86
12590,1358,39
9042,1554,89
3784,1009,73
18564,292,4
7585,1990,97
7528,1581,78
1612,1401,8
826,1988,22
251,1789,79
18810,1940,9
2738,633,58
11896,52,11
4729,521,76
5025,844,7
9269,610,99
5573,1715,74
7042,1862,97
19302,23,29
14716,839,54
14334,930,26
19516,39,35
10318,316,85
2199,1313,31
7871,1012,23
12139,40,31
9491,104,91
10182,1504,41
5804,1112,74
15037,220,30
11390,87,47
3218,374,71
3434,1818,18
1744,596,84
2779,1792,68
10777,551,12
18808,1044,58
10161,1969,38
15880,1704,48
11560,718,99
19420,313,39
18448,931,61
13085,169,24
12320,1816,34
17444,1861,3
17202,1926,18
18107,306,66
9596,170,29
17213,513,51
17586,1147,97
17823,1081,52
5189,1284,7
8263,749,25
9323,946,78
3419,1459,19
8833,1004,20
8175,1280,11
8075,91,59
13877,342,57
5866,1101,45
11415,1710,34
19880,1405,58
18449,1639,29
18037,1290,33
16206,1872,4
3163,1179,31
4785,1018,38
3237,172,28
13555,1305,69
12354,482,41
4602,424,38
624,1328,12
16736,432,36
10610,252,33
4773,1717,6
5354,1114,80
3142,937,41
14636,1569,97
11074,1796,97
7232,1044,75
302,1388,84
5331,1440,35
7803,1555,37
12087,70,62
11930,1196,54
9000,1226,98
10419,331,50
7173,1901,35
16106,649,72
13300,743,99
505,643,12
12859,354,17
17522,509,37
7149,1606,77
12745,532,35
16658,1585,2
19659,1086,56
9842,1403,11
4171,5,57
10375,1991,43
11807,995,80
4854,1102,1
11554,1615,85
816,1176,11
7408,700,23
17228,1622,15
9043,758,99
3520,34,35
25,439,7
12971,1740,51
14821,1242,30
13185,1654,65
3958,1606,41
12263,96,52
9344,469,60
6843,1715,4
18964,665,79
17444,1500,94
3913,979,3
12955,1664,21
18447,191,31
4069,1928,99
3888,554,45
572,490,20
18697,35,41
9041,1964,41
15290,579,21
5922,204,84
4253,1279,21
11181,983,13
4159,352,82
5693,1007,71
4983,600,3
16657,259,85
3055,1820,28
414,5,16
13493,254,43
305,504,66
6766,1438,46
2222,1321,10
3935,971,45
18059,1461,40
11808,1125,24
17269,1472,50
19143,1243,56
12855,1029,25
10192,1999,4
15229,602,40
452,101,79
1532,531,48
5148,13,24
1563,1260,30
17281,234,8
19775,1494,5
7859,1625,57
11687,1524,15
11371,1296,42
16068,571,24
18483,268,82
6837,1179,95
13156,1410,92
19368,503,6
9512,1060,66
17480,338,55
7426,1108,72
13689,1290,12
14349,1033,96
6565,760,55
16026,1342,21
6227,177,85
3894,311,53
18509,28,75
17238,1855,84
8482,1091,83
1808,301,68
10338,1051,48
7652,1373,57
18398,626,10
13801,334,26
19248,193,88
19197,1675,57
19806,1469,37
5303,1599,28
8360,1366,74
8079,809,45
10315,772,40
8875,303,13
17323,811,27
4383,1963,80
4447,95,84
6567,1531,64
8757,1935,97
17133,1089,80
17424,374,33
6873,731,86
15994,1929,73
210,447,4
18139,1772,94
13717,441,81
3316,824,88
3986,1529,90
11022,1140,72
12711,654,1
16535,621,71
18562,1650,47
12447,1832,58
16254,1142,70
15191,971,5
18448,1275,71
3499,613,39
724,637,84
6689,1394,97
10032,722,55
16067,278,92
14937,767,86
3124,1759,24
6874,746,89
6077,613,39
17252,146,88
1832,408,13
11234,805,58
6727,1147,60
4004,496,48
2722,511,74
270,341,79
349,100,48
838,1206,11
3142,1463,46
3575,1967,30
4115,1273,92
8996,1612,38
9093,1108,42
13505,821,22
15303,1230,88
17584,1699,30
13505,430,78
7414,533,10
5843,823,82
2142,1016,56
13722,66,2
4866,998,70
11118,1550,51
18845,670,69
4281,1415,51
8769,1981,32
2260,1808,85
14362,1772,14
6389,573,100
8135,1100,45
8127,749,89
6068,631,19
5045,739,35
5853,1940,100
4678,1232,65
10592,197,59
4819,1529,15
14550,1503,31
14567,951,44
5436,1814,12
13439,1742,95
2536,1624,41
4507,1461,69
6523,184,38
14673,963,18
16415,564,64
14603,772,72
18165,169,98
9700,1954,63
3071,581,31
17906,1069,7
19540,294,86
3470,1525,66
5257,359,18
2064,560,38
8202,1279,92
5050,1187,17
14847,232,96
550,261,59
10591,699,91
19034,1497,11
17832,24,76
10142,1439,78
8825,1722,82
9567,841,14
16924,565,4
10175,129,46
7404,668,7
13304,965,12
17152,1933,54
17824,282,17
15355,2000,23
18995,279,65
16916,1825,25
7705,430,36
7335,1035,52
16237,160,84
14568,513,34
18303,680,38
7442,303,61
14808,1532,42
14804,1577,76
3999,441,33
10605,1167,94
10877,1179,46
3135,1222,26
8008,1085,56
11698,1922,81
7230,1376,91
13400,1694,57
4768,1935,32
18457,1341,46
3495,178,66
472,219,95
18152,93,26
6822,1733,62
18540,1825,41
9411,630,25
6379,1166,82
4865,453,70
19705,343,14
16179,950,29
8309,866,65
4869,238,83
17716,1094,50
19361,1770,30
10330,334,31
6590,1552,20
9542,1836,62
1660,1748,65
7917,1927,48
5011,937,11
12027,1681,84
623,1164,99
15263,554,41
7418,1982,48
18560,705,76
6015,762,67
14399,1147,90
16656,951,47
5559,1465,96
18578,914,81
17086,1979,68
16573,1232,75
13905,230,83
513,72,58
5672,250,62
1120,1266,26
9233,518,17
10958,798,48
11740,638,38
13753,245,89
18791,1138,74
11102,1863,96
1931,102,11
9029,319,61
114,1614,40
884,1776,62
7446,847,90
13975,380,95
3972,1524,87
15896,14,83
542,660,99
12531,1751,84
11548,841,24
16921,427,25
11139,1348,80
17475,1701,69
13785,979,7
7579,796,34
3314,799,100
6168,635,96
15916,1855,19
2001,1142,65
11892,1748,57
6583,582,68
12644,305,22
2688,950,13
1513,622,68
10254,647,4
517,1310,46
14524,1813,97
12675,1934,15
16113,984,17
10607,593,21
13389,1705,14
4872,1228,92
5435,1340,9
11643,764,10
1842,499,54
2520,1865,98
8312,1562,62
10385,1627,62
7658,1740,48
15915,732,85
13772,1134,21
18194,445,8
4846,728,32
334,89,66
15651,1526,75
11907,362,92
2622,244,63
8575,303,79
4709,972,10
3035,1337,29
14940,114,91
16342,1693,49
611,1605,96
13424,533,38
3052,1871,29
5931,978,11
1286,1356,6
1097,1915,60
16457,237,82
501,846,99
7055,939,45
10090,870,13
11566,1396,48
11157,1799,46
15499,1884,19
9111,125,95
12538,719,85
16058,799,62
13820,1346,33
8945,3,74
7374,1720,51
1000,1481,96
14972,560,41
1860,1849,6
9514,1558,82
1380,1718,42
18820,972,9
17591,1961,20
2518,1623,28
15723,1649,17
2616,1493,70
1087,363,61
18587,1140,56
12967,288,46
999,534,58
17121,591,31
8445,625,22
15494,1037,52
6936,1006,35
4090,206,83
18766,331,43
4055,943,8
14908,1087,11
3285,1121,8
11665,288,41
8056,739,21
18900,1222,8
13329,1447,59
13519,390,67
19063,1153,55
6417,898,97
2147,580,76
5546,138,93
8761,1088,24
15282,1714,58
8329,1923,89
8778,1523,63
13529,1876,62
19083,961,19
14494,1522,60
2959,813,39
15499,1252,50
18852,433,28
3177,559,65
8603,1999,34
4060,581,28
1276,1944,19
6025,1192,2
9329,220,94
3597,1598,55
19828,1806,54
6094,1652,100
13770,219,44
18752,207,19
19428,210,71
449,239,46
14377,1169,51
17631,895,67
9717,1512,71
19694,314,99
5061,1203,83
10308,1113,31
16697,981,53
9917,694,98
5360,896,99
13354,1038,18
16940,153,16
11342,962,67
1512,1665,23
17312,69,74
9172,490,23
6637,504,52
11831,1867,52
12139,1138,69
6037,1597,76
5377,1404,55
14297,1184,42
9928,1324,46
18018,470,29
18884,1001,87
16586,1536,82
196,117,29
16915,1496,18
11495,419,77
5862,1572,35
8777,227,62
7526,454,37
10122,855,65
10,1170,67
2659,1564,68
11258,203,58
7142,218,1
17183,1779,6
12260,1918,40
5121,439,41
19482,964,51
17920,927,26
12691,1079,30
8460,1629,40
9923,522,81
12053,1096,94
6136,992,1
7393,371,79
3682,1054,27
11347,1812,20
4636,1612,48
18312,1222,96
2946,1259,55
7007,1803,69
14512,696,63
5213,1449,61
4660,1929,91
6424,1338,1
9632,1320,25
18349,1642,79
14436,87,85
11743,1085,72
11579,1091,27
16865,89,10
17500,149,90
13699,1501,3
11349,102,1
4943,771,50
8099,1292,12
18177,312,20
16265,486,26
8918,1206,84
6920,337,52
10854,642,9
4996,491,28
7016,160,22
8511,1442,24
5554,902,7
13482,1837,86
4617,112,96
15769,729,53
8076,337,18
2558,164,42
14799,1957,67
3018,1207,54
3102,669,2
6441,1325,21
7085,1829,64
10740,1789,40
2415,1805,89
18098,1082,14
12649,1276,22
1197,832,5
4648,719,68
10454,1598,84
12598,1888,44
19264,1390,61
7014,72,82
14092,310,31
8236,191,43
3824,793,100
18804,1539,87
4935,1160,66
17777,341,94
6545,1492,30
5226,922,59
3786,13,62
8045,463,38
12015,659,85
15778,392,74
14123,1649,26
16749,677,42
12166,419,41
12756,1053,94
9034,539,43
12961,429,83
1533,1559,75
19173,570,22
19929,389,87
10021,1117,26
1060,978,65
3292,88,50
7242,1543,35
18875,1224,79
10128,633,53
11999,18,73
12527,903,58
6356,514,91
18607,1933,66
561,573,13
3528,536,13
18352,563,91
17204,720,40
12897,1594,45
3196,1951,40
14013,84,25
10032,1933,100
7239,674,13
151,126,15
11673,614,67
8190,1212,55
2367,1521,26
12993,156,47
11705,712,1
16411,551,93
14815,309,37
15022,335,60
7359,1125,28
6780,1027,82
4624,617,52
16541,1462,77
16677,595,64
2696,1728,48
15378,641,35
719,119,34
735,376,24
18350,5,39
10259,1600,94
10239,449,68
4393,1507,9
17155,1926,42
7654,599,14
12014,475,2
11079,1599,12
3815,166,98
17707,1291,34
13760,1028,50
19239,1252,100
5981,738,62
11767,1716,24
18870,263,9
2519,1895,39
13966,1564,64
1547,1014,36
4439,756,11
10165,1487,71
19602,674,75
1411,677,46
594,878,94
6716,1595,3
11102,1866,62
4337,1630,85
7104,167,84
9605,1379,85
19734,482,6
6533,809,26
4862,1254,73
14109,66,97
8899,676,65
11113,2000,49
1973,1205,96
7923,280,88
9326,1214,23
246,1177,30
5364,1946,69
270,983,77
5828,449,87
16275,1230,44
8533,814,92
16428,1832,11
11383,81,30
18086,1590,36
2869,1356,65
4148,1284,39
74,1917,68
6393,1396,17
3790,299,46
7964,857,17
2754,593,55
17966,363,8
15628,449,28
14412,1567,12
4649,469,95
2346,571,12
6073,1032,39
16793,426,26
16441,1146,18
17813,823,47
19608,1508,46
1695,925,5
864,1669,64
15190,1355,68
17852,165,17
15219,1532,56
6709,202,91
6085,1058,86
9371,443,10
3597,1798,2
12567,1081,83
149,1487,79
528,45,76
1009,887,55
16079,692,35
3594,150,14
13231,1192,100
1527,1646,32
7594,264,73
10352,301,1
18088,1240,87
891,1882,37
2489,1222,35
7653,1844,41
16859,45,37
8970,1806,89
2844,1887,84
9473,788,90
5318,398,51
2088,744,68
19387,1669,53
6157,1264,22
15516,1580,52
4329,575,55
13725,688,88
13126,1729,65
13060,687,78
18697,1899,29
6137,148,43
10298,1740,79
4765,771,69
10015,1626,19
14364,1496,63
10022,171,27
19185,649,29
15333,449,99
8456,1692,2
9694,499,33
2104,105,44
4109,951,60
3985,645,42
18533,1451,15
17184,1258,100
14568,31,39
6353,1621,26
19521,1475,52
4365,1514,13
9862,287,40
18118,1588,40
1597,1467,94
16425,220,47
11992,1928,14
2196,1342,24
18805,1117,94
7627,365,66
7345,464,67
5972,1753,31
7579,1431,54
3168,1869,75
7936,390,47
9005,1215,68
13368,965,29
14792,1885,84
1311,437,13
17145,1140,87
4620,509,60
2072,1961,73
5783,100,81
5154,814,44
19778,631,60
17910,945,51
19328,1335,13
6238,329,67
12906,1471,59
948,297,100
14444,1726,100
2710,1004,62
102,1155,59
8149,1132,16
16506,647,93
2236,335,76
8836,1606,21
17977,666,45
5837,1552,61
12104,323,41
9224,646,21
8839,477,40
8871,182,65
13647,1841,76
19222,288,32
275,346,35
17925,1404,81
7466,705,5
13982,122,95
12279,1318,4
5690,826,43
17204,1023,4
8195,943,59
5394,535,38
5016,651,19
14826,893,89
19177,1210,71
10170,333,42
505,1935,47
9031,1273,17
10807,634,29
3818,1305,40
9914,404,51
18459,1382,59
6942,598,63
4121,1973,20
11130,1039,3
4162,1611,58
9928,197,62
13734,1098,41
4545,1648,35
10639,1760,96
12542,524,33
9895,582,29
4018,1797,81
18818,1335,50
17999,559,62
3949,443,42
3670,402,46
5033,495,41
14883,1352,3
10437,1284,68
17934,275,51
5093,698,40
9455,1843,31
13455,372,71
7243,1991,39
11277,1384,71
14075,314,89
17698,1131,7
7923,633,78
19773,903,10
1938,505,36
4896,1087,40
13052,1621,57
557,1208,41
11922,1765,46
6617,187,2
18277,1528,47
15818,217,91
4899,429,51
19171,656,25
14005,137,25
8517,1895,41
17213,287,65
14815,1762,9
11185,1716,89
9406,1104,98
15597,383,54
11379,567,76
8692,514,15
15184,1369,40
14962,724,23
9985,1553,54
8389,567,50
8820,1506,5
2310,1211,89
4398,1286,96
15512,740,66
8006,1685,18
6721,677,24
3130,222,86
9158,780,86
18414,1901,68
5426,1865,54
3780,487,20
8163,359,40
314,1505,96
16353,1761,34
478,1200,20
186,892,16
2875,56,96
17410,1842,65
6137,1388,67
7100,1877,30
4539,859,48
215,240,51
3655,1314,86
17608,49,62
9866,188,21
12434,863,11
10391,1814,47
2867,1524,74
15903,129,4
1404,1769,45
17687,638,65
5834,253,95
16946,819,22
10745,1442,10
2176,1887,77
1357,491,8
647,541,23
13089,823,30
19902,1138,11
14489,952,17
16748,743,67
16048,1972,21
7254,1270,49
726,1534,75
6566,1668,59
12313,152,39
17802,1407,44
17249,1688,15
11331,873,100
5822,1176,10
6692,1560,98
2782,90,46
10471,823,14
6691,313,53
11397,52,56
459,1000,43
102,1720,31
12193,618,66
5881,232,56
15973,1420,13
4009,1679,51
10800,23,60
2421,1641,8
16826,928,13
4937,1930,91
5148,231,38
9450,1004,47
2813,508,7
12280,416,25
9368,1113,94
4770,1307,28
9728,1496,56
2217,1749,92
4765,1638,31
13629,112,2
11541,27,62
8915,1890,38
804,1199,67
6750,1708,26
9791,933,98
9838,496,75
14397,62,65
4294,911,64
14848,471,36
5596,1983,44
17941,411,12
15075,909,48
16626,1185,98
4768,1620,92
17833,1678,69
7133,693,94
7403,336,36
12334,1842,26
14667,941,7
8829,758,29
17701,1076,99
7930,646,29
7566,896,43
19522,1860,13
17583,1494,92
200,429,18
3271,1705,87
13033,927,50
13037,629,43
5700,1684,25
5745,1019,79
1367,149,40
14060,1002,98
4865,1731,56
11469,1700,81
3248,28,33
12695,809,64
3346,1015,95
11905,1241,10
3994,1258,38
528,230,59
12940,984,100
14455,1705,82
13733,1285,77
6194,1830,16
11375,288,85
19223,1648,87
19174,1751,73
13891,1175,74
17124,807,21
11808,1317,16
11828,71,93
19989,206,31
16082,32,28
9123,14,53
1935,54,59
5856,1903,22
3966,531,35
12516,1770,33
8485,157,92
12112,388,24
17256,1625,30
3898,1675,18
16875,978,79
14067,676,82
15371,1547,71
16471,393,37
15496,743,33
8830,1054,18
9704,947,48
19874,1732,13
7762,1138,80
12549,1394,53
13625,1910,98
246,489,38
8817,1790,2
1719,1460,85
7808,681,82
15639,104,8
6028,1831,95
14470,361,100
5219,242,28
16142,1122,28
11979,24,43
4240,296,29
19628,12,74
11456,1976,7
18973,1938,83
4317,7,4
18368,1360,64
11429,1449,70
3274,1521,79
8292,1944,96
11564,1314,86
14783,1854,80
13590,91,68
17734,791,29
18856,11,64
16075,1556,87
13258,1948,17
19823,775,52
6442,441,9
19959,85,39
16821,1929,53
78,1826,63
1790,1523,90
791,1518,51
16023,1362,9
14555,923,76
4057,166,98
8976,1786,71
14172,136,53
12817,1536,98
3331,1389,2
8914,1504,43
18693,721,20
7095,1195,7
13609,617,35
2409,572,15
16561,201,23
5853,263,6
8136,310,100
9276,646,32
13041,27,55
7439,1738,77
11663,193,88
1818,1066,3
16213,79,4
6683,1360,8
5350,322,1
1414,203,24
15210,23,99
12170,1701,82
9660,1842,99
1182,1457,3
13072,1389,60
2442,1678,76
1618,1388,73
11658,1549,60
5279,1426,39
11173,1761,84
2726,1002,83
14700,521,37
14918,1545,69
7025,867,23
14121,307,12
5671,734,42
13124,338,19
3389,18,70
16157,1499,67
12617,1674,32
2610,1510,76
16508,1731,6
8023,328,46
13895,542,40
480,956,48
19148,650,11
15535,1986,97
6500,679,24
19185,1072,28
19264,1908,56
12577,1445,14
6099,151,74
15441,948,51
1246,1488,5
18683,247,11
11171,1836,98
8405,1163,76
15018,1209,52
12974,1638,24
9814,1725,94
6009,623,25
9035,921,3
206,179,25
8498,494,37
11126,1535,81
1876,401,16
7695,1107,35
5756,1261,33
5575,1193,47
3210,273,83
9601,1085,45
10346,471,35
3518,1771,56
2611,1363,93
15775,1109,3
16962,169,3
10780,917,63
12462,22,22
7549,1636,36
14036,1666,68
344,1045,54
4376,715,89
6479,440,80
14328,1204,14
15090,1496,48
16520,391,41
9092,1285,30
7694,1149,66
5187,366,62
802,479,7
10562,1452,47
2496,219,92
7907,150,1
7072,771,33
3635,1198,66
3636,1271,38
6655,54,99
18543,1234,72
15912,893,89
18880,1873,69
1403,1067,58
14462,105,64
19522,992,99
18395,1712,67
2321,260,6
11387,741,91
2259,376,5
10196,1112,7
5109,1628,3
8233,1829,47
17235,846,79
19393,468,7
3652,620,42
9503,596,31
7343,1230,12
15769,758,12
4922,56,60
393,734,20
10541,1639,49
7041,818,94
10423,674,86
19558,466,3
9188,1818,25
8474,1952,60
19085,1531,49
3545,1736,41
18783,1417,13
1144,1202,69
7595,856,90
13437,798,99
19138,1458,34
3477,156,84
9091,759,97
11189,1175,54
5677,432,94
8211,1670,85
5990,1475,38
13551,427,20
17338,275,27
8947,915,51
15171,886,99
16536,56,97
6901,403,14
16604,1674,13
14512,9,21
6634,211,55
2429,768,50
11789,1037,5
10764,638,26
2194,1260,29
16380,371,66
4862,41,69
4557,553,95
1501,827,27
7650,781,61
14401,1087,17
5742,1142,44
15085,1609,50
16193,1037,52
3858,1944,76
13105,169,46
30,253,97
7891,1058,48
17468,103,30
2062,1307,88
1077,1890,72
11294,1692,13
16820,820,6
16314,1992,15
7621,847,13
10562,986,80
19129,902,18
5345,1613,36
3085,864,57
19765,995,45
16355,1582,100
1609,701,82
12824,1921,45
12478,290,50
3449,410,7
1368,396,99
17998,1001,38
9584,1127,81
10688,224,46
1153,311,17
4954,1164,79
10881,748,80
6176,870,90
14,1348,99
17063,252,27
7799,1714,35
15010,250,74
19361,1952,83
742,1633,42
4008,540,28
15507,128,70
5714,653,39
19327,84,87
4837,1738,63
3216,977,19
1489,1713,65
2303,982,64
2823,870,69
6038,1244,93
18172,1492,31
11139,1429,46
19093,1784,72
16014,1024,52
15466,1026,6
4873,1142,36
3661,78,43
18167,618,2
4419,1765,1
4044,815,99
6259,436,89
15575,629,40
10042,1017,91
4976,1906,69
12939,262,30
14297,642,37
15506,390,99
704,1165,18
2448,795,46
6871,352,59
6534,1845,63
7486,1090,4
18693,1499,76
5478,710,16
18184,663,29
18505,73,53
17192,1185,30
16847,586,60
8040,270,3
17572,946,88
9046,19,80
9820,1033,89
5700,516,15
11581,1225,95
13697,1889,37
12851,48,33
5,1647,70
